deck,opposing_deck,date,winrate,games_played
Umbreon Urshifu,Orbeetle,2021-10-11,1.0,2
Umbreon Urshifu,Zacian Inteleon,2021-10-11,1.0,1
Umbreon Urshifu,Rayquaza Flaaffy,2021-10-11,0.5,2
Umbreon Urshifu,Other,2021-10-11,0.33,3
Umbreon Urshifu,Weezing Inteleon,2021-10-11,1.0,1
Umbreon Urshifu,Corviknight,2021-10-11,0.33,6
Umbreon Urshifu,Calyrex Alcremie,2021-10-11,0.0,1
Umbreon Urshifu,Zeraora Inteleon,2021-10-11,0.0,2
Sylveon,Zacian,2021-10-11,0.25,4
Sylveon,Urshifu Inteleon,2021-10-11,0.5,6
Sylveon,Calyrex Inteleon,2021-10-11,0.12,8
Sylveon,Shadow Rider Calyrex,2021-10-11,0.2,5
Sylveon,Calyrex Alcremie,2021-10-11,0.5,2
Sylveon,Dragapult Inteleon,2021-10-11,0.38,13
Sylveon,Alcremie,2021-10-11,1.0,1
Sylveon,Duraludon,2021-10-11,1.0,1
Sylveon,Umbreon Urshifu,2021-10-11,0.54,13
Sylveon,Zeraora Inteleon,2021-10-11,1.0,4
Sylveon,Sylveon,2021-10-11,0.5,16
Sylveon,Decidueye Inteleon,2021-10-11,0.5,2
Sylveon,Suicune Ludicolo,2021-10-11,0.4,5
Sylveon,Vaporeon Inteleon,2021-10-11,0.0,2
Sylveon,Corviknight,2021-10-11,0.5,2
Sylveon,Jolteon Inteleon,2021-10-11,0.62,8
Sylveon,Victini,2021-10-11,1.0,2
Sylveon,Other,2021-10-11,1.0,3
Sylveon,Leafeon Inteleon,2021-10-11,1.0,5
Sylveon,Weezing Inteleon,2021-10-11,1.0,2
Sylveon,Rayquaza Flaaffy,2021-10-11,1.0,1
Sylveon,Dracozolt,2021-10-11,1.0,1
Shadow Rider Calyrex,Pikachu,2021-10-11,0.0,1
Shadow Rider Calyrex,Leafeon Inteleon,2021-10-11,0.67,6
Shadow Rider Calyrex,Calyrex Inteleon,2021-10-11,0.44,9
Shadow Rider Calyrex,Jolteon Inteleon,2021-10-11,0.57,7
Shadow Rider Calyrex,Umbreon Urshifu,2021-10-11,0.0,10
Shadow Rider Calyrex,Rayquaza Flaaffy,2021-10-11,0.33,3
Shadow Rider Calyrex,Urshifu Inteleon,2021-10-11,0.67,6
Shadow Rider Calyrex,Calyrex Alcremie,2021-10-11,0.0,2
Shadow Rider Calyrex,Sylveon,2021-10-11,0.8,5
Shadow Rider Calyrex,Zacian,2021-10-11,0.33,6
Shadow Rider Calyrex,Suicune Ludicolo,2021-10-11,0.43,7
Shadow Rider Calyrex,Vikavolt,2021-10-11,1.0,1
Shadow Rider Calyrex,Dracozolt,2021-10-11,1.0,2
Shadow Rider Calyrex,Victini,2021-10-11,0.25,4
Shadow Rider Calyrex,Metagross,2021-10-11,1.0,1
Shadow Rider Calyrex,Vaporeon Inteleon,2021-10-11,1.0,1
Shadow Rider Calyrex,Dragapult Inteleon,2021-10-11,0.5,6
Shadow Rider Calyrex,Zacian Inteleon,2021-10-11,1.0,1
Shadow Rider Calyrex,Decidueye Inteleon,2021-10-11,1.0,1
Shadow Rider Calyrex,Weezing Inteleon,2021-10-11,0.0,2
Shadow Rider Calyrex,Inteleon,2021-10-11,1.0,1
Shadow Rider Calyrex,Other,2021-10-11,0.0,1
Shadow Rider Calyrex,Corviknight,2021-10-11,1.0,1
Dragapult Inteleon,Coalossal,2021-10-11,1.0,2
Dragapult Inteleon,Dragapult Inteleon,2021-10-11,0.5,56
Dragapult Inteleon,Jolteon Inteleon,2021-10-11,0.38,16
Dragapult Inteleon,Suicune Ludicolo,2021-10-11,0.5,8
Dragapult Inteleon,Leafeon Inteleon,2021-10-11,0.62,13
Dragapult Inteleon,Victini,2021-10-11,0.57,7
Dragapult Inteleon,Sylveon,2021-10-11,0.62,13
Dragapult Inteleon,Umbreon Urshifu,2021-10-11,0.33,21
Dragapult Inteleon,Decidueye,2021-10-11,1.0,1
Dragapult Inteleon,Calyrex Inteleon,2021-10-11,0.56,16
Dragapult Inteleon,Suicune Inteleon,2021-10-11,0.5,2
Dragapult Inteleon,Eternatus,2021-10-11,0.0,3
Dragapult Inteleon,Zacian,2021-10-11,0.64,11
Dragapult Inteleon,Inteleon,2021-10-11,0.5,4
Dragapult Inteleon,Urshifu Inteleon,2021-10-11,0.85,13
Dragapult Inteleon,Corviknight,2021-10-11,0.5,2
Dragapult Inteleon,Calyrex Alcremie,2021-10-11,0.5,6
Dragapult Inteleon,Pikachu,2021-10-11,1.0,2
Dragapult Inteleon,Decidueye Inteleon,2021-10-11,1.0,1
Dragapult Inteleon,Vikavolt,2021-10-11,0.5,2
Dragapult Inteleon,Weezing Inteleon,2021-10-11,1.0,1
Dragapult Inteleon,Shadow Rider Calyrex,2021-10-11,0.5,6
Dragapult Inteleon,Other,2021-10-11,0.5,2
Dragapult Inteleon,Vaporeon Inteleon,2021-10-11,0.5,2
Dragapult Inteleon,Urshifu Moltres,2021-10-11,0.0,1
Dragapult Inteleon,Zeraora Inteleon,2021-10-11,1.0,2
Dragapult Inteleon,Gardevoir,2021-10-11,1.0,1
Dragapult Inteleon,Dracozolt,2021-10-11,0.0,2
Inteleon,Zacian,2021-10-11,1.0,2
Inteleon,Umbreon Urshifu,2021-10-11,0.75,4
Inteleon,Leafeon Inteleon,2021-10-11,1.0,2
Inteleon,Dragapult Inteleon,2021-10-11,0.5,4
Inteleon,Calyrex Inteleon,2021-10-11,1.0,3
Inteleon,Jolteon Inteleon,2021-10-11,1.0,1
Inteleon,Shadow Rider Calyrex,2021-10-11,0.0,1
Inteleon,Suicune Ludicolo,2021-10-11,0.0,2
Inteleon,Vikavolt,2021-10-11,1.0,1
Inteleon,Suicune Inteleon,2021-10-11,1.0,1
Inteleon,Inteleon,2021-10-11,0.0,2
Urshifu Inteleon,Sylveon,2021-10-11,0.5,6
Urshifu Inteleon,Calyrex Inteleon,2021-10-11,0.82,11
Urshifu Inteleon,Shadow Rider Calyrex,2021-10-11,0.33,6
Urshifu Inteleon,Suicune Ludicolo,2021-10-11,0.0,3
Urshifu Inteleon,Donphan,2021-10-11,1.0,2
Urshifu Inteleon,Victini,2021-10-11,0.5,4
Urshifu Inteleon,Jolteon Inteleon,2021-10-11,0.75,8
Urshifu Inteleon,Decidueye Inteleon,2021-10-11,1.0,1
Urshifu Inteleon,Corviknight,2021-10-11,1.0,2
Urshifu Inteleon,Sableye Inteleon,2021-10-11,1.0,1
Urshifu Inteleon,Dragapult Inteleon,2021-10-11,0.15,13
Urshifu Inteleon,Umbreon Urshifu,2021-10-11,0.42,12
Urshifu Inteleon,Metagross,2021-10-11,0.0,1
Urshifu Inteleon,Alcremie,2021-10-11,1.0,1
Urshifu Inteleon,Zacian,2021-10-11,0.5,8
Urshifu Inteleon,Dragapult,2021-10-11,1.0,1
Urshifu Inteleon,Leafeon Inteleon,2021-10-11,0.5,2
Urshifu Inteleon,Gardevoir,2021-10-11,0.0,1
Urshifu Inteleon,Urshifu Inteleon,2021-10-11,0.5,4
Urshifu Inteleon,Vikavolt,2021-10-11,0.5,2
Urshifu Inteleon,Dracozolt,2021-10-11,0.5,2
Urshifu Inteleon,Calyrex Alcremie,2021-10-11,0.5,2
Urshifu Inteleon,Eternatus,2021-10-11,0.0,1
Urshifu Inteleon,Duraludon,2021-10-11,0.0,1
Calyrex Inteleon,Urshifu Inteleon,2021-10-11,0.18,11
Calyrex Inteleon,Weezing Inteleon,2021-10-11,0.67,3
Calyrex Inteleon,Zacian,2021-10-11,0.4,15
Calyrex Inteleon,Shadow Rider Calyrex,2021-10-11,0.44,9
Calyrex Inteleon,Umbreon Urshifu,2021-10-11,0.5,10
Calyrex Inteleon,Sylveon,2021-10-11,0.88,8
Calyrex Inteleon,Jolteon Inteleon,2021-10-11,0.17,6
Calyrex Inteleon,Dragapult Inteleon,2021-10-11,0.31,16
Calyrex Inteleon,Coalossal,2021-10-11,1.0,1
Calyrex Inteleon,Gardevoir,2021-10-11,1.0,1
Calyrex Inteleon,Calyrex Inteleon,2021-10-11,0.47,30
Calyrex Inteleon,Dracozolt,2021-10-11,0.5,2
Calyrex Inteleon,Victini,2021-10-11,0.83,6
Calyrex Inteleon,Vaporeon Inteleon,2021-10-11,1.0,1
Calyrex Inteleon,Corviknight,2021-10-11,0.0,1
Calyrex Inteleon,Calyrex Alcremie,2021-10-11,0.0,4
Calyrex Inteleon,Pikachu,2021-10-11,0.0,1
Calyrex Inteleon,Suicune Ludicolo,2021-10-11,0.67,6
Calyrex Inteleon,Leafeon Inteleon,2021-10-11,0.0,3
Calyrex Inteleon,Decidueye Inteleon,2021-10-11,0.0,2
Calyrex Inteleon,Duraludon,2021-10-11,1.0,2
Calyrex Inteleon,Inteleon,2021-10-11,0.0,3
Calyrex Inteleon,Eternatus,2021-10-11,0.5,4
Calyrex Inteleon,Other,2021-10-11,0.5,2
Calyrex Inteleon,Sableye Inteleon,2021-10-11,0.67,3
Calyrex Inteleon,Wailord,2021-10-11,0.0,1
Calyrex Inteleon,Zeraora Inteleon,2021-10-11,0.33,3
Calyrex Inteleon,Zacian Inteleon,2021-10-11,1.0,1
Calyrex Inteleon,Suicune Inteleon,2021-10-11,0.0,1
Calyrex Inteleon,Orbeetle,2021-10-11,1.0,1
Jolteon Inteleon,Dragapult Inteleon,2021-10-11,0.56,16
Jolteon Inteleon,Victini,2021-10-11,0.2,5
Jolteon Inteleon,Urshifu Inteleon,2021-10-11,0.25,8
Jolteon Inteleon,Vikavolt,2021-10-11,1.0,1
Jolteon Inteleon,Umbreon Urshifu,2021-10-11,0.44,16
Jolteon Inteleon,Wailord,2021-10-11,1.0,1
Jolteon Inteleon,Rayquaza Flaaffy,2021-10-11,1.0,1
Jolteon Inteleon,Suicune Ludicolo,2021-10-11,0.86,7
Jolteon Inteleon,Shadow Rider Calyrex,2021-10-11,0.43,7
Jolteon Inteleon,Calyrex Inteleon,2021-10-11,0.83,6
Jolteon Inteleon,Calyrex Alcremie,2021-10-11,1.0,1
Jolteon Inteleon,Other,2021-10-11,1.0,1
Jolteon Inteleon,Jolteon Inteleon,2021-10-11,0.5,12
Jolteon Inteleon,Eternatus,2021-10-11,1.0,2
Jolteon Inteleon,Rapid Strike Urshifu,2021-10-11,0.0,2
Jolteon Inteleon,Dracozolt,2021-10-11,0.0,1
Jolteon Inteleon,Coalossal,2021-10-11,1.0,1
Jolteon Inteleon,Zacian,2021-10-11,0.4,10
Jolteon Inteleon,Leafeon Inteleon,2021-10-11,0.75,4
Jolteon Inteleon,Sylveon,2021-10-11,0.38,8
Jolteon Inteleon,Inteleon,2021-10-11,0.0,1
Jolteon Inteleon,Weezing Inteleon,2021-10-11,0.0,1
Jolteon Inteleon,Pikachu,2021-10-11,1.0,1
Jolteon Inteleon,Zeraora Inteleon,2021-10-11,0.0,1
Corviknight,Leafeon Inteleon,2021-10-11,0.5,2
Corviknight,Corviknight,2021-10-11,0.5,4
Corviknight,Urshifu Inteleon,2021-10-11,0.0,2
Corviknight,Dragapult Inteleon,2021-10-11,0.5,2
Corviknight,Other,2021-10-11,1.0,1
Corviknight,Calyrex Inteleon,2021-10-11,0.0,1
Corviknight,Sableye Inteleon,2021-10-11,1.0,1
Corviknight,Sylveon,2021-10-11,0.5,2
Corviknight,Suicune Ludicolo,2021-10-11,1.0,1
Corviknight,Weezing Inteleon,2021-10-11,0.0,1
Corviknight,Umbreon Urshifu,2021-10-11,0.5,6
Corviknight,Zacian,2021-10-11,0.5,2
Corviknight,Shadow Rider Calyrex,2021-10-11,0.0,1
Zeraora Inteleon,Sylveon,2021-10-11,0.0,4
Zeraora Inteleon,Suicune Ludicolo,2021-10-11,1.0,2
Zeraora Inteleon,Zacian,2021-10-11,1.0,3
Zeraora Inteleon,Duraludon,2021-10-11,1.0,1
Zeraora Inteleon,Calyrex Alcremie,2021-10-11,1.0,1
Zeraora Inteleon,Calyrex Inteleon,2021-10-11,0.67,3
Zeraora Inteleon,Umbreon Urshifu,2021-10-11,0.5,2
Zeraora Inteleon,Dragapult Inteleon,2021-10-11,0.0,2
Zeraora Inteleon,Victini,2021-10-11,1.0,1
Zeraora Inteleon,Jolteon Inteleon,2021-10-11,1.0,1
Vaporeon Inteleon,Umbreon Urshifu,2021-10-11,0.0,1
Vaporeon Inteleon,Zacian Inteleon,2021-10-11,0.0,1
Vaporeon Inteleon,Calyrex Inteleon,2021-10-11,0.0,1
Vaporeon Inteleon,Wailord,2021-10-11,1.0,1
Vaporeon Inteleon,Sylveon,2021-10-11,1.0,2
Vaporeon Inteleon,Zacian,2021-10-11,0.5,2
Vaporeon Inteleon,Shadow Rider Calyrex,2021-10-11,0.0,1
Vaporeon Inteleon,Dragapult Inteleon,2021-10-11,0.5,2
Vaporeon Inteleon,Suicune Ludicolo,2021-10-11,1.0,2
Vaporeon Inteleon,Decidueye Inteleon,2021-10-11,1.0,1
Zacian,Sableye Inteleon,2021-10-11,1.0,2
Zacian,Weezing Inteleon,2021-10-11,1.0,2
Zacian,Orbeetle,2021-10-11,1.0,1
Zacian,Suicune Ludicolo,2021-10-11,0.25,4
Zacian,Zacian,2021-10-11,0.5,24
Zacian,Umbreon Urshifu,2021-10-11,0.3,10
Zacian,Dragapult Inteleon,2021-10-11,0.36,11
Zacian,Eternatus,2021-10-11,1.0,1
Zacian,Zacian Inteleon,2021-10-11,0.5,2
Zacian,Sylveon,2021-10-11,0.75,4
Zacian,Calyrex Inteleon,2021-10-11,0.6,15
Zacian,Other,2021-10-11,0.67,3
Zacian,Inteleon,2021-10-11,0.0,2
Zacian,Dracozolt,2021-10-11,0.5,2
Zacian,Leafeon Inteleon,2021-10-11,0.67,3
Zacian,Zeraora Inteleon,2021-10-11,0.0,3
Zacian,Shadow Rider Calyrex,2021-10-11,0.67,6
Zacian,Rayquaza Flaaffy,2021-10-11,1.0,1
Zacian,Jolteon Inteleon,2021-10-11,0.6,10
Zacian,Victini,2021-10-11,0.0,6
Zacian,Urshifu Inteleon,2021-10-11,0.5,8
Zacian,Suicune Inteleon,2021-10-11,0.0,1
Zacian,Calyrex Alcremie,2021-10-11,0.75,4
Zacian,Rapid Strike Urshifu,2021-10-11,1.0,1
Zacian,Vaporeon Inteleon,2021-10-11,0.0,2
Zacian,Corviknight,2021-10-11,0.5,2
Zacian,Decidueye Inteleon,2021-10-11,0.5,4
Zacian,Vikavolt,2021-10-11,0.0,1
Decidueye Inteleon,Dragapult,2021-10-11,0.0,1
Decidueye Inteleon,Urshifu Inteleon,2021-10-11,0.0,1
Decidueye Inteleon,Rapid Strike Urshifu,2021-10-11,0.0,1
Decidueye Inteleon,Calyrex Inteleon,2021-10-11,1.0,2
Decidueye Inteleon,Sylveon,2021-10-11,0.5,2
Decidueye Inteleon,Umbreon Urshifu,2021-10-11,0.5,4
Decidueye Inteleon,Dragapult Inteleon,2021-10-11,0.0,1
Decidueye Inteleon,Calyrex Alcremie,2021-10-11,0.5,2
Decidueye Inteleon,Rayquaza Flaaffy,2021-10-11,1.0,1
Decidueye Inteleon,Victini,2021-10-11,1.0,2
Decidueye Inteleon,Suicune Ludicolo,2021-10-11,1.0,1
Decidueye Inteleon,Shadow Rider Calyrex,2021-10-11,0.0,1
Decidueye Inteleon,Zacian,2021-10-11,0.5,4
Decidueye Inteleon,Weezing Inteleon,2021-10-11,0.0,1
Decidueye Inteleon,Sableye Inteleon,2021-10-11,1.0,1
Decidueye Inteleon,Vaporeon Inteleon,2021-10-11,0.0,1
Other,Zacian,2021-10-11,0.33,3
Other,Jolteon Inteleon,2021-10-11,0.0,1
Other,Leafeon Inteleon,2021-10-11,0.33,3
Other,Pikachu,2021-10-11,0.0,1
Other,Corviknight,2021-10-11,0.0,1
Other,Weezing Inteleon,2021-10-11,0.0,1
Other,Suicune Ludicolo,2021-10-11,0.5,2
Other,Calyrex Inteleon,2021-10-11,0.0,2
Other,Sylveon,2021-10-11,0.0,3
Other,Alcremie,2021-10-11,1.0,2
Other,Umbreon Urshifu,2021-10-11,0.33,3
Other,Dragapult Inteleon,2021-10-11,0.5,2
Other,Rayquaza Flaaffy,2021-10-11,1.0,1
Other,Shadow Rider Calyrex,2021-10-11,1.0,1
Other,Dracozolt,2021-10-11,1.0,1
Leafeon Inteleon,Other,2021-10-11,0.67,3
Leafeon Inteleon,Umbreon Urshifu,2021-10-11,0.83,6
Leafeon Inteleon,Calyrex Alcremie,2021-10-11,0.5,2
Leafeon Inteleon,Zacian,2021-10-11,0.33,3
Leafeon Inteleon,Shadow Rider Calyrex,2021-10-11,0.33,6
Leafeon Inteleon,Corviknight,2021-10-11,0.0,2
Leafeon Inteleon,Dragapult Inteleon,2021-10-11,0.38,13
Leafeon Inteleon,Calyrex Inteleon,2021-10-11,1.0,3
Leafeon Inteleon,Suicune Ludicolo,2021-10-11,0.67,3
Leafeon Inteleon,Inteleon,2021-10-11,0.0,2
Leafeon Inteleon,Weezing Inteleon,2021-10-11,1.0,1
Leafeon Inteleon,Urshifu Inteleon,2021-10-11,0.5,2
Leafeon Inteleon,Dracozolt,2021-10-11,1.0,1
Leafeon Inteleon,Jolteon Inteleon,2021-10-11,0.25,4
Leafeon Inteleon,Sylveon,2021-10-11,0.0,5
Leafeon Inteleon,Leafeon Inteleon,2021-10-11,0.5,4
Leafeon Inteleon,Gardevoir,2021-10-11,1.0,1
Leafeon Inteleon,Eternatus,2021-10-11,1.0,1
Leafeon Inteleon,Vikavolt,2021-10-11,1.0,1
Leafeon Inteleon,Suicune Inteleon,2021-10-11,1.0,1
Suicune Inteleon,Dragapult Inteleon,2021-10-11,0.5,2
Suicune Inteleon,Gardevoir,2021-10-11,1.0,1
Suicune Inteleon,Zacian,2021-10-11,1.0,1
Suicune Inteleon,Pikachu,2021-10-11,1.0,1
Suicune Inteleon,Calyrex Inteleon,2021-10-11,1.0,1
Suicune Inteleon,Suicune Ludicolo,2021-10-11,0.0,1
Suicune Inteleon,Weezing Inteleon,2021-10-11,1.0,1
Suicune Inteleon,Inteleon,2021-10-11,0.0,1
Suicune Inteleon,Leafeon Inteleon,2021-10-11,0.0,1
Calyrex Alcremie,Shadow Rider Calyrex,2021-10-11,1.0,2
Calyrex Alcremie,Jolteon Inteleon,2021-10-11,0.0,1
Calyrex Alcremie,Sylveon,2021-10-11,0.5,2
Calyrex Alcremie,Leafeon Inteleon,2021-10-11,0.5,2
Calyrex Alcremie,Calyrex Inteleon,2021-10-11,1.0,4
Calyrex Alcremie,Zacian,2021-10-11,0.25,4
Calyrex Alcremie,Dragapult Inteleon,2021-10-11,0.33,6
Calyrex Alcremie,Decidueye Inteleon,2021-10-11,0.5,2
Calyrex Alcremie,Zeraora Inteleon,2021-10-11,0.0,1
Calyrex Alcremie,Dragapult,2021-10-11,1.0,1
Calyrex Alcremie,Umbreon Urshifu,2021-10-11,1.0,1
Calyrex Alcremie,Urshifu Inteleon,2021-10-11,0.5,2
Calyrex Alcremie,Sableye Inteleon,2021-10-11,1.0,1
Calyrex Alcremie,Suicune Ludicolo,2021-10-11,1.0,1
Calyrex Alcremie,Victini,2021-10-11,1.0,1
Weezing Inteleon,Calyrex Inteleon,2021-10-11,0.33,3
Weezing Inteleon,Zacian,2021-10-11,0.0,2
Weezing Inteleon,Leafeon Inteleon,2021-10-11,0.0,1
Weezing Inteleon,Wailord,2021-10-11,1.0,1
Weezing Inteleon,Other,2021-10-11,0.0,1
Weezing Inteleon,Dragapult Inteleon,2021-10-11,0.0,1
Weezing Inteleon,Suicune Ludicolo,2021-10-11,1.0,1
Weezing Inteleon,Corviknight,2021-10-11,1.0,1
Weezing Inteleon,Sylveon,2021-10-11,0.0,2
Weezing Inteleon,Umbreon Urshifu,2021-10-11,0.0,1
Weezing Inteleon,Jolteon Inteleon,2021-10-11,1.0,1
Weezing Inteleon,Decidueye Inteleon,2021-10-11,1.0,1
Weezing Inteleon,Shadow Rider Calyrex,2021-10-11,1.0,2
Weezing Inteleon,Suicune Inteleon,2021-10-11,0.0,1
Victini,Urshifu Inteleon,2021-10-11,0.5,4
Victini,Umbreon Urshifu,2021-10-11,0.6,5
Victini,Urshifu Blaziken,2021-10-11,1.0,1
Victini,Jolteon Inteleon,2021-10-11,0.8,5
Victini,Dragapult Inteleon,2021-10-11,0.43,7
Victini,Zacian,2021-10-11,1.0,6
Victini,Calyrex Inteleon,2021-10-11,0.17,6
Victini,Shadow Rider Calyrex,2021-10-11,0.75,4
Victini,Sylveon,2021-10-11,0.0,2
Victini,Pikachu,2021-10-11,0.0,1
Victini,Decidueye Inteleon,2021-10-11,0.0,2
Victini,Sableye Inteleon,2021-10-11,0.0,1
Victini,Victini,2021-10-11,0.5,4
Victini,Zeraora Inteleon,2021-10-11,0.0,1
Victini,Calyrex Alcremie,2021-10-11,0.0,1
Vikavolt,Umbreon Urshifu,2021-10-11,1.0,1
Vikavolt,Jolteon Inteleon,2021-10-11,0.0,1
Vikavolt,Pikachu,2021-10-11,1.0,1
Vikavolt,Zacian Ludicolo,2021-10-11,1.0,1
Vikavolt,Dragapult Inteleon,2021-10-11,0.5,2
Vikavolt,Shadow Rider Calyrex,2021-10-11,0.0,1
Vikavolt,Urshifu Inteleon,2021-10-11,0.5,2
Vikavolt,Zacian,2021-10-11,1.0,1
Vikavolt,Inteleon,2021-10-11,0.0,1
Vikavolt,Leafeon Inteleon,2021-10-11,0.0,1
Dracozolt,Calyrex Inteleon,2021-10-11,0.5,2
Dracozolt,Zacian,2021-10-11,0.5,2
Dracozolt,Jolteon Inteleon,2021-10-11,0.0,1
Dracozolt,Leafeon Inteleon,2021-10-11,0.0,1
Dracozolt,Shadow Rider Calyrex,2021-10-11,0.0,2
Dracozolt,Urshifu Inteleon,2021-10-11,0.5,2
Dracozolt,Orbeetle,2021-10-11,1.0,1
Dracozolt,Dragapult Inteleon,2021-10-11,1.0,2
Dracozolt,Other,2021-10-11,0.0,1
Dracozolt,Sylveon,2021-10-11,0.0,1
Eternatus,Zacian,2021-10-11,0.0,1
Eternatus,Metagross,2021-10-11,1.0,1
Eternatus,Dragapult Inteleon,2021-10-11,0.67,3
Eternatus,Umbreon Urshifu,2021-10-11,0.0,3
Eternatus,Jolteon Inteleon,2021-10-11,0.0,2
Eternatus,Orbeetle,2021-10-11,0.0,1
Eternatus,Calyrex Inteleon,2021-10-11,0.25,4
Eternatus,Urshifu Inteleon,2021-10-11,0.0,1
Eternatus,Leafeon Inteleon,2021-10-11,0.0,1
Sableye Inteleon,Zacian,2021-10-11,0.0,2
Sableye Inteleon,Umbreon Urshifu,2021-10-11,1.0,2
Sableye Inteleon,Corviknight,2021-10-11,0.0,1
Sableye Inteleon,Urshifu Inteleon,2021-10-11,0.0,1
Sableye Inteleon,Rayquaza Flaaffy,2021-10-11,1.0,1
Sableye Inteleon,Calyrex Inteleon,2021-10-11,0.33,3
Sableye Inteleon,Victini,2021-10-11,1.0,1
Sableye Inteleon,Calyrex Alcremie,2021-10-11,0.0,1
Sableye Inteleon,Wailord,2021-10-11,1.0,1
Sableye Inteleon,Decidueye Inteleon,2021-10-11,0.0,1
Rapid Strike Urshifu,Decidueye Inteleon,2021-10-11,1.0,1
Rapid Strike Urshifu,Umbreon Urshifu,2021-10-11,0.0,1
Rapid Strike Urshifu,Jolteon Inteleon,2021-10-11,1.0,2
Rapid Strike Urshifu,Zacian,2021-10-11,0.0,1
Pikachu,Other,2021-10-11,1.0,1
Pikachu,Shadow Rider Calyrex,2021-10-11,1.0,1
Pikachu,Calyrex Inteleon,2021-10-11,1.0,1
Pikachu,Vikavolt,2021-10-11,0.0,1
Pikachu,Dragapult Inteleon,2021-10-11,0.0,2
Pikachu,Victini,2021-10-11,1.0,1
Pikachu,Suicune Inteleon,2021-10-11,0.0,1
Pikachu,Jolteon Inteleon,2021-10-11,0.0,1
Rayquaza Flaaffy,Jolteon Inteleon,2021-10-11,0.0,1
Rayquaza Flaaffy,Shadow Rider Calyrex,2021-10-11,0.67,3
Rayquaza Flaaffy,Zacian,2021-10-11,0.0,1
Rayquaza Flaaffy,Umbreon Urshifu,2021-10-11,0.0,2
Rayquaza Flaaffy,Sableye Inteleon,2021-10-11,0.0,1
Rayquaza Flaaffy,Decidueye Inteleon,2021-10-11,0.0,1
Rayquaza Flaaffy,Sylveon,2021-10-11,0.0,1
Rayquaza Flaaffy,Other,2021-10-11,0.0,1
Rayquaza Flaaffy,Urshifu Moltres,2021-10-11,0.0,1
Gardevoir,Calyrex Inteleon,2021-10-11,0.0,1
Gardevoir,Suicune Inteleon,2021-10-11,0.0,1
Gardevoir,Urshifu Inteleon,2021-10-11,1.0,1
Gardevoir,Leafeon Inteleon,2021-10-11,0.0,1
Gardevoir,Wailord,2021-10-11,1.0,1
Gardevoir,Dragapult Inteleon,2021-10-11,0.0,1
Coalossal,Dragapult Inteleon,2021-10-11,0.0,2
Coalossal,Calyrex Inteleon,2021-10-11,0.0,1
